"EpgHpoly","LogEpgHpoly","EpgHpolyInt","Diet","Treated","IdExp","Sex","Group","Timept","Age","Dpi","ExpDay","Timept2","BodyWeight","FatScoreTotal","IggTitre","IggStd","IggStdCorrected","IgaConc"
0,0,0,"Transbreed","N","COL01_21","F","Ctrl","primary",40,23,55,"primary",NA,NA,NA,NA,NA,NA
0,0,0,"Transbreed","N","COL01_21","F","Ctrl","primary",40,25,57,"primary",NA,NA,NA,NA,NA,NA
0,0,0,"Transbreed","N","COL01_21","F","Ctrl","primary",41,28,60,"primary",18.5,8.5,1600,0.00498663,0.046654384,NA
0,0,0,"Transbreed","N","COL01_21","F","Ctrl","primary",41,30,62,"primary",NA,NA,NA,NA,NA,NA
3.32225913621262,1.46377821376363,4,"Transbreed","N","COL01_21","F","Ctrl","primary",41,32,64,"primary",NA,NA,NA,NA,NA,NA
5.21512385919166,1.82698565383757,6,"Transbreed","N","COL01_21","F","Ctrl","primary",42,35,67,"primary",18.25,8,25600,0.014417625,0.062951101,10.978
0,0,0,"RM1","N","COL01_22","F","Ctrl","pre",32,NA,36,"pre",17,NA,NA,NA,NA,NA
0,0,0,"RM1","N","COL01_22","F","Ctrl","primary",35,23,55,"primary",16.5,NA,NA,NA,NA,NA
0,0,0,"RM1","N","COL01_22","F","Ctrl","primary",35,25,57,"primary",16.5,NA,NA,NA,NA,NA
0,0,0,"RM1","N","COL01_22","F","Ctrl","primary",35,28,60,"primary",16.5,7.5,NA,NA,NA,NA
0,0,0,"RM1","N","COL01_22","F","Ctrl","primary",36,30,62,"primary",NA,NA,NA,NA,NA,NA
0,0,0,"RM1","N","COL01_22","F","Ctrl","primary",36,32,64,"primary",NA,NA,NA,NA,NA,12.355
0,0,0,"RM1","N","COL01_22","F","Ctrl","primary",36,35,67,"primary",16.25,7,200,0.013496025,0.060816969,NA
0,0,0,"RM1","N","COL01_24","F","Ctrl","primary",19,23,55,"primary",NA,NA,NA,NA,NA,NA
0,0,0,"RM1","N","COL01_24","F","Ctrl","primary",20,25,57,"primary",NA,NA,NA,NA,NA,NA
0,0,0,"RM1","N","COL01_24","F","Ctrl","primary",20,28,60,"primary",18,8,100,-0.008076684,0,NA
0,0,0,"RM1","N","COL01_24","F","Ctrl","primary",20,30,62,"primary",NA,NA,NA,NA,NA,NA
17.6991150442478,2.92847619890372,18,"RM1","N","COL01_24","F","Ctrl","primary",21,32,64,"primary",NA,NA,NA,NA,NA,NA
8.87573964497041,2.29008120873876,9,"RM1","N","COL01_24","F","Ctrl","primary",21,35,67,"primary",17.25,7.5,200,0.022863129,0.070478299,9.36
